date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-01-01,32,19,0.0,11.0,6,100,06:57 PM,07:33 AM,07:12 AM,06:12 PM,13,26,26,25,13,11,46,0.0,1013,32,10,164,8,mumbai
2010-01-02,32,22,0.0,11.0,7,85,08:04 PM,08:28 AM,07:12 AM,06:13 PM,17,28,28,27,13,21,56,0.0,1014,32,10,177,8,mumbai
2010-01-03,31,23,0.0,11.0,7,77,09:09 PM,09:17 AM,07:13 AM,06:14 PM,19,28,28,26,14,24,67,0.0,1015,31,10,239,9,mumbai
2010-01-04,31,22,0.0,11.0,7,70,10:10 PM,10:02 AM,07:13 AM,06:14 PM,15,27,27,25,18,4,55,0.0,1014,31,10,180,11,mumbai
2010-01-05,31,20,0.0,11.0,7,63,11:09 PM,10:43 AM,07:13 AM,06:15 PM,15,26,26,25,12,6,53,0.0,1011,31,10,173,6,mumbai
2010-01-06,33,21,0.0,11.0,7,56,No moonrise,11:23 AM,07:13 AM,06:15 PM,14,27,27,26,14,5,46,0.0,1011,33,10,161,8,mumbai
2010-01-07,32,21,0.0,11.0,7,48,12:06 AM,12:02 PM,07:14 AM,06:16 PM,12,26,26,26,15,8,45,0.0,1012,32,10,163,8,mumbai
2010-01-08,32,20,0.0,11.0,7,41,01:02 AM,12:43 PM,07:14 AM,06:17 PM,12,26,26,25,15,5,44,0.0,1013,32,10,161,8,mumbai
2010-01-09,32,20,0.0,11.0,7,34,01:59 AM,01:26 PM,07:14 AM,06:17 PM,12,26,26,25,15,7,42,0.0,1013,32,10,162,9,mumbai
2010-01-10,33,20,0.0,11.0,7,27,02:55 AM,02:11 PM,07:14 AM,06:18 PM,13,27,27,26,14,11,44,0.0,1013,33,10,154,8,mumbai
2010-01-11,31,23,0.0,11.0,7,19,03:51 AM,03:00 PM,07:14 AM,06:19 PM,17,28,28,26,8,33,52,0.0,1013,31,10,176,5,mumbai
2010-01-12,30,21,0.0,11.0,7,12,04:45 AM,03:51 PM,07:15 AM,06:19 PM,18,27,27,25,13,7,65,0.0,1014,30,10,282,7,mumbai
2010-01-13,29,20,0.0,11.0,6,5,05:37 AM,04:44 PM,07:15 AM,06:20 PM,12,24,24,23,17,1,50,0.0,1017,29,10,204,11,mumbai
2010-01-14,31,18,0.0,11.0,6,0,06:25 AM,05:37 PM,07:15 AM,06:21 PM,10,24,24,24,16,2,38,0.0,1017,31,10,153,10,mumbai
2010-01-15,33,20,0.0,11.0,7,0,07:09 AM,06:29 PM,07:15 AM,06:21 PM,14,27,27,26,16,4,44,0.0,1017,33,10,170,10,mumbai
2010-01-16,33,22,0.0,11.0,7,2,07:49 AM,07:20 PM,07:15 AM,06:22 PM,15,28,28,27,15,4,46,0.0,1018,33,10,146,9,mumbai
2010-01-17,31,21,0.0,11.0,7,10,08:26 AM,08:09 PM,07:15 AM,06:22 PM,13,27,27,26,15,2,47,0.0,1018,31,10,181,8,mumbai
2010-01-18,30,20,0.0,11.0,6,17,09:00 AM,08:58 PM,07:15 AM,06:23 PM,13,25,25,25,13,2,46,0.0,1017,30,10,183,9,mumbai
2010-01-19,32,20,0.0,11.0,7,24,09:34 AM,09:45 PM,07:15 AM,06:24 PM,13,26,26,26,15,6,44,0.0,1015,32,10,155,8,mumbai
2010-01-20,32,20,0.0,11.0,7,31,10:06 AM,10:33 PM,07:15 AM,06:24 PM,13,26,26,26,14,10,43,0.0,1016,32,10,149,8,mumbai
2010-01-21,32,21,0.0,11.0,7,39,10:39 AM,11:23 PM,07:15 AM,06:25 PM,12,27,27,26,14,6,42,0.0,1015,32,10,157,7,mumbai
2010-01-22,32,20,0.0,11.0,7,46,11:15 AM,No moonset,07:15 AM,06:26 PM,11,26,26,25,12,7,39,0.0,1015,32,10,161,7,mumbai
2010-01-23,32,20,0.0,11.0,7,53,11:53 AM,12:14 AM,07:15 AM,06:26 PM,12,26,26,25,10,0,43,0.0,1015,32,10,153,6,mumbai
2010-01-24,31,20,0.0,11.0,6,60,12:36 PM,01:09 AM,07:15 AM,06:27 PM,13,26,26,25,10,1,47,0.0,1013,31,10,187,7,mumbai
2010-01-25,33,19,0.0,11.0,7,68,01:26 PM,02:07 AM,07:15 AM,06:27 PM,11,26,26,25,15,5,36,0.0,1014,33,10,147,8,mumbai
2010-01-26,34,20,0.0,11.0,7,75,02:21 PM,03:08 AM,07:14 AM,06:28 PM,10,26,26,26,15,4,39,0.0,1015,34,10,163,7,mumbai
2010-01-27,32,20,0.0,11.0,7,82,03:24 PM,04:10 AM,07:14 AM,06:29 PM,11,26,26,25,14,12,40,0.0,1015,32,10,158,7,mumbai
2010-01-28,31,20,0.0,11.0,7,90,04:31 PM,05:12 AM,07:14 AM,06:29 PM,10,26,26,25,13,7,37,0.0,1015,31,10,165,7,mumbai
2010-01-29,32,20,0.0,11.0,7,97,05:40 PM,06:10 AM,07:14 AM,06:30 PM,10,26,26,25,14,4,38,0.0,1015,32,10,142,9,mumbai
2010-01-30,33,21,0.0,11.0,7,100,06:46 PM,07:03 AM,07:14 AM,06:30 PM,12,27,27,26,15,8,41,0.0,1015,33,10,160,8,mumbai
2010-01-31,32,21,0.0,11.0,7,100,07:51 PM,07:51 AM,07:13 AM,06:31 PM,13,27,27,26,11,4,43,0.0,1015,32,10,191,6,mumbai
2010-02-01,31,21,0.0,11.0,7,77,08:53 PM,08:35 AM,07:13 AM,06:32 PM,14,27,27,25,13,4,49,0.0,1014,31,10,181,8,mumbai
2010-02-02,30,20,0.0,11.0,7,69,09:54 PM,09:17 AM,07:13 AM,06:32 PM,14,26,26,25,13,1,51,0.0,1013,30,10,213,8,mumbai
2010-02-03,30,21,0.0,11.0,6,62,10:52 PM,09:58 AM,07:12 AM,06:33 PM,16,26,26,25,12,0,59,0.0,1013,30,10,157,7,mumbai
2010-02-04,30,18,0.0,11.0,6,54,11:51 PM,10:40 AM,07:12 AM,06:33 PM,16,25,25,24,10,1,62,0.0,1014,30,10,171,6,mumbai
2010-02-05,32,21,0.0,11.0,7,47,No moonrise,11:23 AM,07:12 AM,06:34 PM,16,26,26,25,11,6,58,0.0,1014,32,10,167,6,mumbai
2010-02-06,34,21,0.0,11.0,7,39,12:49 AM,12:08 PM,07:11 AM,06:34 PM,15,28,28,27,12,5,48,0.0,1015,34,10,151,7,mumbai
2010-02-07,34,22,0.0,11.0,7,32,01:46 AM,12:57 PM,07:11 AM,06:35 PM,14,28,28,27,13,4,45,0.0,1014,34,10,158,7,mumbai
2010-02-08,32,21,0.0,11.0,7,24,02:41 AM,01:48 PM,07:11 AM,06:35 PM,17,27,27,26,11,7,56,0.0,1013,32,10,182,6,mumbai
2010-02-09,30,22,0.0,11.0,6,16,03:34 AM,02:39 PM,07:10 AM,06:36 PM,17,27,27,25,13,4,58,0.0,1012,30,10,317,8,mumbai
2010-02-10,30,21,0.0,11.0,6,9,04:22 AM,03:33 PM,07:10 AM,06:36 PM,17,26,26,24,14,5,62,0.0,1013,30,10,215,9,mumbai
2010-02-11,30,20,0.0,11.0,6,1,05:08 AM,04:24 PM,07:09 AM,06:37 PM,16,25,25,24,12,9,63,0.0,1014,30,10,231,7,mumbai
2010-02-12,30,20,0.0,11.0,6,0,05:49 AM,05:16 PM,07:09 AM,06:37 PM,16,25,25,24,11,2,60,0.0,1014,30,10,188,7,mumbai
2010-02-13,31,20,0.0,11.0,6,0,06:26 AM,06:06 PM,07:08 AM,06:38 PM,13,25,25,25,15,3,45,0.0,1013,31,10,175,8,mumbai
2010-02-14,32,20,0.0,11.0,6,0,07:02 AM,06:54 PM,07:08 AM,06:38 PM,9,25,25,25,16,5,36,0.0,1012,32,10,175,9,mumbai
2010-02-15,32,20,0.0,11.0,6,6,07:36 AM,07:43 PM,07:07 AM,06:39 PM,9,25,25,25,16,19,34,0.4,1012,32,10,133,9,mumbai
2010-02-16,33,21,0.0,11.0,7,13,08:08 AM,08:30 PM,07:07 AM,06:39 PM,8,26,26,27,18,7,31,0.0,1013,33,10,175,10,mumbai
2010-02-17,34,23,0.0,11.0,7,21,08:41 AM,09:19 PM,07:06 AM,06:40 PM,7,27,27,27,18,6,28,0.0,1014,34,10,178,11,mumbai
2010-02-18,34,21,0.0,11.0,7,29,09:16 AM,10:09 PM,07:06 AM,06:40 PM,10,27,27,26,14,2,32,0.0,1014,34,10,169,8,mumbai
2010-02-19,34,21,0.0,11.0,7,36,09:53 AM,11:02 PM,07:05 AM,06:40 PM,11,27,27,26,13,1,31,0.0,1014,34,10,170,8,mumbai
2010-02-20,34,20,0.0,11.0,7,44,10:33 AM,11:58 PM,07:04 AM,06:41 PM,11,27,27,26,11,2,32,0.0,1014,34,10,168,7,mumbai
2010-02-21,34,21,0.0,10.0,6,51,11:19 AM,No moonset,07:04 AM,06:41 PM,12,27,27,27,12,13,35,0.1,1013,34,10,202,7,mumbai
2010-02-22,33,22,0.0,11.0,7,59,12:10 PM,12:56 AM,07:03 AM,06:42 PM,14,28,28,27,14,19,42,0.0,1013,33,10,259,7,mumbai
2010-02-23,32,22,0.0,11.0,7,66,01:08 PM,01:56 AM,07:02 AM,06:42 PM,15,27,27,26,14,0,51,0.0,1013,32,10,240,9,mumbai
2010-02-24,29,20,0.0,11.0,6,74,02:10 PM,02:55 AM,07:02 AM,06:42 PM,16,25,25,24,12,0,63,0.0,1012,29,10,224,7,mumbai
2010-02-25,31,20,0.0,11.0,6,81,03:16 PM,03:53 AM,07:01 AM,06:43 PM,16,25,25,24,11,0,63,0.0,1012,31,10,167,7,mumbai
2010-02-26,34,20,0.0,11.0,7,89,04:22 PM,04:47 AM,07:00 AM,06:43 PM,15,27,27,26,13,0,51,0.0,1013,34,10,220,8,mumbai
2010-02-27,36,23,0.0,11.0,7,97,05:28 PM,05:37 AM,07:00 AM,06:43 PM,13,29,29,29,11,0,38,0.0,1012,36,10,182,6,mumbai
2010-02-28,37,23,0.0,12.0,7,100,06:31 PM,06:22 AM,06:59 AM,06:44 PM,11,29,29,29,13,6,32,0.0,1012,37,10,136,7,mumbai
2010-03-01,36,23,0.0,12.0,7,100,07:34 PM,07:06 AM,06:58 AM,06:44 PM,12,29,29,29,14,5,35,0.0,1013,36,10,183,7,mumbai
2010-03-02,35,23,0.0,12.0,7,85,08:34 PM,07:49 AM,06:57 AM,06:44 PM,13,28,28,28,14,9,40,0.0,1012,35,10,208,7,mumbai
2010-03-03,33,21,0.0,12.0,7,78,09:35 PM,08:31 AM,06:57 AM,06:45 PM,16,28,28,26,13,16,51,0.0,1012,33,10,271,7,mumbai
2010-03-04,32,20,0.0,12.0,7,71,10:35 PM,09:16 AM,06:56 AM,06:45 PM,17,27,27,26,14,14,57,0.0,1012,32,10,240,8,mumbai
2010-03-05,32,21,0.0,12.0,7,63,11:35 PM,10:02 AM,06:55 AM,06:45 PM,19,28,28,26,13,1,62,0.0,1012,32,10,280,8,mumbai
2010-03-06,31,22,0.0,12.0,7,56,No moonrise,10:50 AM,06:54 AM,06:46 PM,19,28,28,26,13,1,67,0.0,1014,31,10,290,8,mumbai
2010-03-07,31,22,0.0,12.0,7,49,12:32 AM,11:42 AM,06:54 AM,06:46 PM,15,27,27,26,16,0,52,0.0,1015,31,10,234,10,mumbai
2010-03-08,34,22,0.0,12.0,7,42,01:28 AM,12:34 PM,06:53 AM,06:46 PM,13,28,28,27,15,0,42,0.0,1014,34,10,177,9,mumbai
2010-03-09,36,22,0.0,12.0,7,34,02:18 AM,01:27 PM,06:52 AM,06:47 PM,12,29,29,29,16,1,34,0.0,1013,36,10,176,9,mumbai
2010-03-10,38,25,0.0,12.0,8,27,03:05 AM,02:20 PM,06:51 AM,06:47 PM,14,31,31,31,13,7,38,0.0,1012,38,10,237,7,mumbai
2010-03-11,37,23,0.0,12.0,7,20,03:48 AM,03:11 PM,06:51 AM,06:47 PM,18,32,32,30,11,16,51,0.0,1014,37,10,164,6,mumbai
2010-03-12,37,26,0.0,12.0,8,12,04:26 AM,04:01 PM,06:50 AM,06:47 PM,16,32,32,31,15,10,39,0.0,1015,37,10,222,8,mumbai
2010-03-13,37,26,0.0,12.0,8,5,05:02 AM,04:50 PM,06:49 AM,06:48 PM,14,31,31,31,14,5,35,0.0,1013,37,10,256,8,mumbai
2010-03-14,36,23,0.0,12.0,7,0,05:37 AM,05:39 PM,06:48 AM,06:48 PM,14,29,29,29,12,0,41,0.0,1012,36,10,225,7,mumbai
2010-03-15,34,21,0.0,12.0,7,0,06:10 AM,06:27 PM,06:47 AM,06:48 PM,17,28,28,27,11,0,55,0.0,1012,34,10,306,6,mumbai
2010-03-16,35,22,0.0,12.0,7,2,06:43 AM,07:16 PM,06:46 AM,06:49 PM,17,29,29,28,12,0,55,0.0,1012,35,10,238,7,mumbai
2010-03-17,36,23,0.0,12.0,7,9,07:18 AM,08:06 PM,06:46 AM,06:49 PM,18,30,30,29,13,0,53,0.0,1013,36,10,202,7,mumbai
2010-03-18,37,24,0.0,12.0,8,16,07:54 AM,08:59 PM,06:45 AM,06:49 PM,16,32,32,30,11,2,43,0.0,1013,37,10,197,6,mumbai
2010-03-19,37,25,0.0,12.0,8,24,08:34 AM,09:53 PM,06:44 AM,06:49 PM,16,31,31,30,13,3,41,0.0,1012,37,10,196,7,mumbai
2010-03-20,37,25,0.0,12.0,8,31,09:18 AM,10:50 PM,06:43 AM,06:50 PM,18,32,32,30,13,1,44,0.0,1011,37,10,193,7,mumbai
2010-03-21,38,25,0.0,12.0,8,38,10:07 AM,11:49 PM,06:42 AM,06:50 PM,17,32,32,31,14,1,42,0.0,1010,38,10,226,8,mumbai
2010-03-22,38,25,0.0,12.0,8,46,11:01 AM,No moonset,06:41 AM,06:50 PM,14,31,31,30,16,0,40,0.0,1008,38,10,212,8,mumbai
2010-03-23,36,23,0.0,12.0,7,53,12:00 PM,12:47 AM,06:40 AM,06:50 PM,15,29,29,29,13,1,47,0.0,1007,36,10,314,7,mumbai
2010-03-24,35,23,0.0,12.0,7,60,01:02 PM,01:44 AM,06:40 AM,06:51 PM,17,29,29,28,12,2,55,0.0,1008,35,10,214,7,mumbai
2010-03-25,35,23,0.0,12.0,7,67,02:06 PM,02:37 AM,06:39 AM,06:51 PM,19,30,30,28,11,1,60,0.0,1009,35,10,215,6,mumbai
2010-03-26,35,23,0.0,12.0,7,75,03:09 PM,03:27 AM,06:38 AM,06:51 PM,19,30,30,28,13,2,57,0.0,1010,35,10,207,8,mumbai
2010-03-27,35,24,0.0,12.0,7,82,04:12 PM,04:12 AM,06:37 AM,06:51 PM,18,30,30,29,14,2,53,0.0,1010,35,10,238,8,mumbai
2010-03-28,36,25,0.0,12.0,7,89,05:13 PM,04:56 AM,06:36 AM,06:51 PM,18,31,31,29,13,2,51,0.0,1010,36,10,213,8,mumbai
2010-03-29,36,24,0.0,12.0,7,96,06:14 PM,05:39 AM,06:35 AM,06:52 PM,18,30,30,29,13,6,54,0.0,1011,36,10,276,7,mumbai
2010-03-30,34,23,0.0,12.0,7,100,07:15 PM,06:21 AM,06:35 AM,06:52 PM,18,30,30,28,15,2,58,0.0,1012,34,10,287,9,mumbai
2010-03-31,33,23,0.0,12.0,7,100,08:16 PM,07:05 AM,06:34 AM,06:52 PM,22,30,30,28,13,0,70,0.0,1011,33,10,251,7,mumbai
2010-04-01,32,25,0.0,12.0,7,77,09:18 PM,07:51 AM,06:33 AM,06:52 PM,22,31,31,28,14,0,69,0.0,1011,32,10,230,8,mumbai
2010-04-02,34,24,0.0,12.0,7,70,10:18 PM,08:39 AM,06:32 AM,06:53 PM,21,31,31,28,12,1,65,0.0,1010,34,10,237,7,mumbai
2010-04-03,37,25,0.0,12.0,7,62,11:16 PM,09:31 AM,06:31 AM,06:53 PM,16,31,31,30,15,0,46,0.0,1011,37,10,216,9,mumbai
2010-04-04,37,23,0.0,12.0,8,55,No moonrise,10:24 AM,06:30 AM,06:53 PM,13,30,30,30,16,0,37,0.0,1011,37,10,175,9,mumbai
2010-04-05,38,24,0.0,12.0,8,47,12:10 AM,11:19 AM,06:30 AM,06:53 PM,13,31,31,31,15,0,35,0.0,1010,38,10,219,8,mumbai
2010-04-06,38,25,0.0,12.0,8,40,12:59 AM,12:12 PM,06:29 AM,06:54 PM,15,32,32,31,15,0,38,0.0,1009,38,10,200,8,mumbai
2010-04-07,39,25,0.0,4.0,7,32,01:44 AM,01:05 PM,06:28 AM,06:54 PM,17,32,32,31,14,55,37,0.0,1010,39,10,263,8,mumbai
2010-04-08,40,26,0.0,12.0,8,24,02:24 AM,01:56 PM,06:27 AM,06:54 PM,17,34,34,32,13,27,40,0.0,1010,40,10,196,8,mumbai
2010-04-09,33,27,0.0,10.0,6,17,03:01 AM,02:45 PM,06:26 AM,06:54 PM,21,32,32,29,13,36,56,0.0,1011,33,8,184,8,mumbai
2010-04-10,36,26,0.0,12.0,7,9,03:36 AM,03:34 PM,06:26 AM,06:55 PM,20,32,32,30,12,11,54,0.0,1009,36,10,194,7,mumbai
2010-04-11,37,24,0.0,12.0,7,2,04:10 AM,04:21 PM,06:25 AM,06:55 PM,17,31,31,30,14,19,47,0.0,1008,37,10,264,8,mumbai
2010-04-12,38,25,0.0,12.0,8,0,04:43 AM,05:10 PM,06:24 AM,06:55 PM,18,32,32,31,15,3,45,0.0,1008,38,10,214,9,mumbai
2010-04-13,35,25,0.0,12.0,7,0,05:17 AM,06:00 PM,06:23 AM,06:55 PM,20,32,32,30,12,1,56,0.0,1009,35,10,270,7,mumbai
2010-04-14,36,25,0.0,12.0,7,0,05:54 AM,06:52 PM,06:22 AM,06:56 PM,22,34,34,30,12,0,64,0.0,1008,36,10,217,7,mumbai
2010-04-15,36,26,0.0,12.0,8,5,06:32 AM,07:47 PM,06:22 AM,06:56 PM,22,34,34,30,14,3,60,0.0,1009,36,10,253,7,mumbai
2010-04-16,37,26,0.0,12.0,8,13,07:16 AM,08:44 PM,06:21 AM,06:56 PM,21,35,35,31,14,2,54,0.0,1009,37,10,249,8,mumbai
2010-04-17,37,27,0.0,12.0,8,21,08:04 AM,09:44 PM,06:20 AM,06:57 PM,22,34,34,31,14,7,58,0.0,1010,37,10,249,7,mumbai
2010-04-18,35,25,0.0,12.0,7,28,08:58 AM,10:42 PM,06:19 AM,06:57 PM,22,33,33,30,15,3,60,0.0,1010,35,10,221,8,mumbai
2010-04-19,34,26,0.0,12.0,7,36,09:56 AM,11:39 PM,06:19 AM,06:57 PM,23,33,33,29,16,2,68,0.0,1009,34,10,217,9,mumbai
2010-04-20,35,25,0.0,12.0,7,43,10:56 AM,No moonset,06:18 AM,06:57 PM,22,33,33,30,14,5,63,0.0,1008,35,10,227,7,mumbai
2010-04-21,36,25,0.0,12.0,7,51,11:59 AM,12:32 AM,06:17 AM,06:58 PM,22,33,33,30,14,5,62,0.0,1008,36,10,254,8,mumbai
2010-04-22,37,26,0.0,12.0,8,58,01:00 PM,01:22 AM,06:17 AM,06:58 PM,21,34,34,31,15,4,55,0.0,1009,37,10,243,9,mumbai
2010-04-23,40,28,0.0,11.0,7,66,02:01 PM,02:08 AM,06:16 AM,06:58 PM,19,35,35,33,16,8,46,0.6,1009,40,10,250,9,mumbai
2010-04-24,38,28,0.0,12.0,8,73,03:00 PM,02:51 AM,06:15 AM,06:59 PM,20,35,35,32,14,2,46,0.0,1009,38,10,284,8,mumbai
2010-04-25,37,27,0.0,12.0,8,81,04:00 PM,03:32 AM,06:15 AM,06:59 PM,21,34,34,31,15,2,52,0.0,1008,37,10,276,8,mumbai
2010-04-26,39,27,0.0,12.0,8,89,04:59 PM,04:13 AM,06:14 AM,06:59 PM,21,35,35,32,16,2,53,0.0,1010,39,10,228,9,mumbai
2010-04-27,38,28,0.0,12.0,8,96,05:59 PM,04:55 AM,06:13 AM,07:00 PM,21,36,36,32,15,0,50,0.0,1011,38,10,231,9,mumbai
2010-04-28,37,27,0.0,12.0,8,100,07:00 PM,05:40 AM,06:13 AM,07:00 PM,21,35,35,32,14,0,55,0.0,1010,37,10,216,8,mumbai
2010-04-29,37,26,0.0,12.0,8,89,08:01 PM,06:27 AM,06:12 AM,07:00 PM,21,35,35,31,13,5,55,0.0,1008,37,10,274,7,mumbai
2010-04-30,35,26,0.0,13.0,8,81,09:01 PM,07:18 AM,06:11 AM,07:01 PM,21,33,33,30,14,9,58,0.0,1010,35,10,203,7,mumbai
2010-05-01,36,27,0.0,12.0,7,78,09:57 PM,08:11 AM,06:11 AM,07:01 PM,21,35,35,31,12,18,54,0.4,1011,36,10,224,7,mumbai
2010-05-02,37,27,0.0,13.0,8,71,10:50 PM,09:07 AM,06:10 AM,07:01 PM,21,35,35,31,14,11,53,0.0,1009,37,10,285,7,mumbai
2010-05-03,36,27,0.0,13.0,8,64,11:37 PM,10:02 AM,06:10 AM,07:02 PM,23,35,35,31,13,8,60,0.0,1007,36,10,210,8,mumbai
2010-05-04,37,28,0.0,13.0,8,57,No moonrise,10:56 AM,06:09 AM,07:02 PM,22,35,35,31,14,9,58,0.0,1006,37,10,226,8,mumbai
2010-05-05,37,27,0.0,13.0,8,49,12:19 AM,11:48 AM,06:09 AM,07:02 PM,22,35,35,31,15,8,59,0.0,1006,37,10,299,9,mumbai
2010-05-06,37,26,0.0,13.0,8,42,12:58 AM,12:37 PM,06:08 AM,07:03 PM,23,35,35,31,15,7,63,0.0,1006,37,10,306,9,mumbai
2010-05-07,38,27,0.0,13.0,8,35,01:34 AM,01:27 PM,06:08 AM,07:03 PM,22,36,36,32,16,10,56,0.0,1005,38,10,280,10,mumbai
2010-05-08,38,28,0.0,13.0,8,27,02:08 AM,02:14 PM,06:07 AM,07:03 PM,22,36,36,32,16,13,53,0.0,1006,38,10,320,9,mumbai
2010-05-09,39,28,0.0,13.0,8,20,02:41 AM,03:03 PM,06:07 AM,07:04 PM,22,37,37,33,15,7,54,0.0,1006,39,10,307,9,mumbai
2010-05-10,38,28,0.0,13.0,8,13,03:15 AM,03:52 PM,06:06 AM,07:04 PM,22,36,36,32,15,3,51,0.0,1006,38,10,275,8,mumbai
2010-05-11,39,28,0.0,13.0,8,6,03:50 AM,04:43 PM,06:06 AM,07:04 PM,21,36,36,32,16,0,53,0.0,1006,39,10,270,9,mumbai
2010-05-12,36,27,0.0,13.0,8,0,04:28 AM,05:37 PM,06:05 AM,07:05 PM,23,36,36,31,14,0,63,0.0,1006,36,10,235,9,mumbai
2010-05-13,36,27,0.0,13.0,8,0,05:11 AM,06:34 PM,06:05 AM,07:05 PM,24,36,36,31,14,2,71,0.0,1006,36,9,228,8,mumbai
2010-05-14,36,26,0.0,13.0,8,1,05:58 AM,07:34 PM,06:05 AM,07:06 PM,23,35,35,30,15,5,68,0.0,1006,36,8,231,8,mumbai
2010-05-15,36,26,0.0,13.0,8,9,06:50 AM,08:34 PM,06:04 AM,07:06 PM,24,36,36,31,15,5,68,0.0,1006,36,10,231,8,mumbai
2010-05-16,37,27,0.0,13.0,8,16,07:48 AM,09:33 PM,06:04 AM,07:06 PM,24,36,36,31,14,1,66,0.0,1006,37,10,241,8,mumbai
2010-05-17,37,26,0.0,13.0,8,23,08:49 AM,10:28 PM,06:04 AM,07:07 PM,23,36,36,31,16,4,62,0.0,1007,37,8,272,8,mumbai
2010-05-18,39,28,0.0,13.0,8,31,09:53 AM,11:20 PM,06:03 AM,07:07 PM,21,37,37,33,17,3,51,0.0,1005,39,10,314,11,mumbai
2010-05-19,37,28,0.0,13.0,8,38,10:55 AM,No moonset,06:03 AM,07:08 PM,23,38,38,32,15,1,57,0.0,1004,37,10,249,9,mumbai
2010-05-20,37,28,0.0,13.0,8,45,11:56 AM,12:07 AM,06:03 AM,07:08 PM,24,38,38,32,17,1,65,0.0,1003,37,10,244,10,mumbai
2010-05-21,36,27,0.0,13.0,8,52,12:55 PM,12:50 AM,06:02 AM,07:08 PM,25,38,38,31,20,12,71,0.0,1004,36,9,234,10,mumbai
2010-05-22,36,28,0.0,13.0,8,60,01:53 PM,01:31 AM,06:02 AM,07:09 PM,25,39,39,31,20,14,72,0.0,1005,36,10,237,9,mumbai
2010-05-23,36,28,0.0,13.0,8,67,02:50 PM,02:11 AM,06:02 AM,07:09 PM,25,38,38,31,18,9,71,0.0,1006,36,10,249,9,mumbai
2010-05-24,36,27,0.0,13.0,8,74,03:48 PM,02:52 AM,06:02 AM,07:10 PM,25,37,37,31,20,14,72,0.0,1005,36,10,233,11,mumbai
2010-05-25,35,28,0.0,13.0,8,81,04:47 PM,03:34 AM,06:02 AM,07:10 PM,24,37,37,31,21,10,73,0.0,1006,35,9,239,11,mumbai
2010-05-26,35,27,0.0,13.0,8,89,05:48 PM,04:19 AM,06:01 AM,07:10 PM,25,37,37,31,24,15,74,0.0,1007,35,10,237,12,mumbai
2010-05-27,35,28,0.0,13.0,7,96,06:47 PM,05:08 AM,06:01 AM,07:11 PM,25,37,37,31,22,31,73,0.0,1007,35,10,245,12,mumbai
2010-05-28,35,27,0.0,13.0,8,100,07:45 PM,06:00 AM,06:01 AM,07:11 PM,24,37,37,31,20,20,71,0.0,1007,35,10,237,9,mumbai
2010-05-29,35,27,0.0,13.0,7,89,08:39 PM,06:55 AM,06:01 AM,07:11 PM,24,37,37,31,17,13,72,0.0,1008,35,10,254,8,mumbai
2010-05-30,35,27,0.0,13.0,8,82,09:29 PM,07:50 AM,06:01 AM,07:12 PM,23,35,35,31,16,5,66,0.0,1008,35,9,236,8,mumbai
2010-05-31,35,26,0.0,13.0,7,78,10:14 PM,08:45 AM,06:01 AM,07:12 PM,23,36,36,31,17,17,66,0.5,1008,35,10,200,10,mumbai
2010-06-01,36,28,0.0,12.0,7,63,10:54 PM,09:39 AM,06:01 AM,07:13 PM,24,36,36,31,22,29,69,0.5,1009,36,10,214,12,mumbai
2010-06-02,35,27,0.0,8.0,7,55,11:32 PM,10:29 AM,06:01 AM,07:13 PM,24,36,36,31,19,48,70,3.8,1010,35,10,217,9,mumbai
2010-06-03,35,27,0.0,9.0,7,48,No moonrise,11:19 AM,06:01 AM,07:13 PM,24,36,36,31,14,35,71,2.0,1011,35,10,253,8,mumbai
2010-06-04,35,27,0.0,11.0,7,40,12:06 AM,12:07 PM,06:00 AM,07:14 PM,25,37,37,31,17,28,71,0.9,1011,35,10,265,9,mumbai
2010-06-05,34,26,0.0,11.0,7,32,12:39 AM,12:55 PM,06:00 AM,07:14 PM,24,35,35,30,18,48,72,2.1,1010,34,10,262,10,mumbai
2010-06-06,33,26,0.0,7.0,6,25,01:13 AM,01:43 PM,06:00 AM,07:14 PM,24,34,34,29,22,60,74,5.0,1008,33,9,228,12,mumbai
2010-06-07,32,26,0.0,11.0,6,17,01:47 AM,02:33 PM,06:00 AM,07:15 PM,24,32,32,28,25,50,78,5.3,1008,32,10,221,12,mumbai
2010-06-08,33,26,0.0,11.0,6,10,02:23 AM,03:25 PM,06:01 AM,07:15 PM,24,34,34,29,17,36,75,1.3,1007,33,10,234,7,mumbai
2010-06-09,34,27,0.0,11.0,7,2,03:03 AM,04:20 PM,06:01 AM,07:15 PM,25,36,36,30,10,48,72,2.5,1006,34,10,280,6,mumbai
2010-06-10,35,27,0.0,10.0,7,0,03:48 AM,05:19 PM,06:01 AM,07:16 PM,25,37,37,31,11,55,69,3.8,1005,35,10,283,6,mumbai
2010-06-11,35,28,0.0,12.0,7,0,04:38 AM,06:19 PM,06:01 AM,07:16 PM,24,36,36,31,13,49,70,2.3,1003,35,10,246,8,mumbai
2010-06-12,35,28,0.0,13.0,8,0,05:35 AM,07:21 PM,06:01 AM,07:16 PM,25,37,37,31,13,37,70,7.9,1002,35,10,283,7,mumbai
